aluno_id,Aluno,Sala,Unidade,prep_score,attendance_score,homework_score,interaction_score,engajamento,cluster
Estudante 5::Four Corners E1::Rio de Janeiro,Estudante 5,Four Corners E1,Rio de Janeiro,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.8571428571428571,0.9392857142857142,0
Estudante 5::Four Corners E1::Tatuapé,Estudante 5,Four Corners E1,Tatuapé,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.875,0
Estudante 5::Four Corners E1::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners E1,Unidade Virtual (aulas aos domingos),0.7857142857142857,0.8571428571428571,0.7142857142857143,0.7619047619047619,0.8785714285714284,0
Estudante 5::Four Corners E1::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners E1,Unidade Virtual (aulas aos sábados),0.8571428571428571,0.7857142857142857,0.6428571428571429,0.7619047619047619,0.8535714285714285,0
Estudante 5::Four Corners E1::Vila Sônia (manhã),Estudante 5,Four Corners E1,Vila Sônia (manhã),0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7619047619047619,0.725,2
Estudante 5::Four Corners E1::Vila Sônia (tarde),Estudante 5,Four Corners E1,Vila Sônia (tarde),0.21428571428571427,0.6428571428571429,0.21428571428571427,0.7619047619047619,0.5107142857142858,3
Estudante 5::Four Corners E2::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners E2,Unidade Virtual (aulas aos sábados),0.2857142857142857,0.8571428571428571,0.21428571428571427,0.8095238095238095,0.6357142857142858,3
Estudante 5::Four Corners F1::Campinas,Estudante 5,Four Corners F1,Campinas,0.5357142857142857,0.8571428571428571,0.5714285714285714,0.8095238095238095,0.7821428571428571,2
Estudante 5::Four Corners F1::Diadema,Estudante 5,Four Corners F1,Diadema,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.8214285714285714,0
Estudante 5::Four Corners F1::Jabaquara,Estudante 5,Four Corners F1,Jabaquara,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.4928571428571428,3
Estudante 5::Four Corners F1::Rio de Janeiro,Estudante 5,Four Corners F1,Rio de Janeiro,0.2857142857142857,0.7142857142857143,0.17857142857142858,0.619047619047619,0.5357142857142857,3
Estudante 5::Four Corners F1::Tatuapé,Estudante 5,Four Corners F1,Tatuapé,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.5714285714285714,0.9178571428571428,0
Estudante 5::Four Corners F1::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners F1,Unidade Virtual (aulas aos domingos),0.07142857142857142,0.5,0.07142857142857142,0.5238095238095238,0.3392857142857143,3
Estudante 5::Four Corners F1::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners F1,Unidade Virtual (aulas aos sábados),0.7142857142857143,0.7857142857142857,0.7857142857142857,0.9047619047619048,0.8607142857142857,0
Estudante 5::Four Corners F1::Vila Sônia (manhã),Estudante 5,Four Corners F1,Vila Sônia (manhã),0.5714285714285714,0.8571428571428571,0.5714285714285714,0.9047619047619048,0.807142857142857,0
Estudante 5::Four Corners F1::Vila Sônia (tarde),Estudante 5,Four Corners F1,Vila Sônia (tarde),0.21428571428571427,0.07142857142857142,0.2857142857142857,0.38095238095238093,0.21071428571428572,1
Estudante 5::Four Corners F2::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners F2,Unidade Virtual (aulas aos domingos),0.5714285714285714,0.7857142857142857,0.5714285714285714,0.7142857142857143,0.7464285714285713,2
Estudante 5::Four Corners F2::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners F2,Unidade Virtual (aulas aos sábados),0.7857142857142857,0.8571428571428571,0.6428571428571429,0.7619047619047619,0.8642857142857142,0
Estudante 5::Four Corners G1::Campinas,Estudante 5,Four Corners G1,Campinas,0.6785714285714286,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.7821428571428571,0
Estudante 5::Four Corners G1::Diadema,Estudante 5,Four Corners G1,Diadema,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.8142857142857143,0
Estudante 5::Four Corners G1::Jabaquara,Estudante 5,Four Corners G1,Jabaquara,0.21428571428571427,0.8571428571428571,0.5,0.8571428571428571,0.6785714285714286,2
Estudante 5::Four Corners G1::Rio de Janeiro,Estudante 5,Four Corners G1,Rio de Janeiro,0.03571428571428571,0.0,0.07142857142857142,0.3333333333333333,0.07499999999999998,1
Estudante 5::Four Corners G1::Tatuapé,Estudante 5,Four Corners G1,Tatuapé,0.32142857142857145,0.21428571428571427,0.2857142857142857,0.47619047619047616,0.32142857142857145,1
Estudante 5::Four Corners G1::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners G1,Unidade Virtual (aulas aos domingos),0.5714285714285714,0.7857142857142857,0.42857142857142855,0.7619047619047619,0.725,2
Estudante 5::Four Corners G1::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners G1,Unidade Virtual (aulas aos sábados),0.5357142857142857,0.7142857142857143,0.5,0.8095238095238095,0.7035714285714285,2
Estudante 5::Four Corners G1::Vila Sônia (manhã),Estudante 5,Four Corners G1,Vila Sônia (manhã),0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.875,0
Estudante 5::Four Corners G1::Vila Sônia (tarde),Estudante 5,Four Corners G1,Vila Sônia (tarde),0.10714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.18928571428571428,1
Estudante 5::Four Corners G2::Campinas,Estudante 5,Four Corners G2,Campinas,0.6785714285714286,0.7857142857142857,0.7142857142857143,0.8571428571428571,0.8285714285714285,0
Estudante 5::Four Corners G2::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners G2,Unidade Virtual (aulas aos domingos),0.07142857142857142,0.0,0.0,0.3333333333333333,0.07142857142857142,1
Estudante 5::Four Corners G2::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners G2,Unidade Virtual (aulas aos sábados),0.6785714285714286,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.8214285714285714,0
Estudante 5::Four Corners G3::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners G3,Unidade Virtual (aulas aos sábados),0.7857142857142857,0.8571428571428571,0.7857142857142857,0.6666666666666666,0.8785714285714284,0
Estudante 5::Four Corners H1::Campinas,Estudante 5,Four Corners H1,Campinas,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.9047619047619048,0.9357142857142857,0
Estudante 5::Four Corners H1::Diadema,Estudante 5,Four Corners H1,Diadema,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.9285714285714285,0
Estudante 5::Four Corners H1::Jabaquara,Estudante 5,Four Corners H1,Jabaquara,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.8214285714285714,0
Estudante 5::Four Corners H1::Rio de Janeiro,Estudante 5,Four Corners H1,Rio de Janeiro,0.6428571428571429,0.42857142857142855,0.6428571428571429,0.5714285714285714,0.6,2
Estudante 5::Four Corners H1::Tatuapé,Estudante 5,Four Corners H1,Tatuapé,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.8095238095238095,0.7857142857142857,0
Estudante 5::Four Corners H1::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners H1,Unidade Virtual (aulas aos domingos),0.8571428571428571,0.9285714285714286,0.7142857142857143,0.8571428571428571,0.9464285714285713,0
Estudante 5::Four Corners H1::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners H1,Unidade Virtual (aulas aos sábados),0.6428571428571429,0.7142857142857143,0.5714285714285714,0.5238095238095238,0.7071428571428572,2
Estudante 5::Four Corners H1::Vila Sônia (manhã),Estudante 5,Four Corners H1,Vila Sônia (manhã),0.7857142857142857,0.7142857142857143,0.7142857142857143,0.8095238095238095,0.8214285714285713,0
Estudante 5::Four Corners H1::Vila Sônia (tarde),Estudante 5,Four Corners H1,Vila Sônia (tarde),0.8571428571428571,0.9285714285714286,0.7142857142857143,0.9523809523809524,0.9607142857142856,0
Estudante 5::Four Corners H2::Campinas,Estudante 5,Four Corners H2,Campinas,0.75,0.7857142857142857,0.7857142857142857,0.8095238095238095,0.8571428571428571,0
Estudante 5::Four Corners H2::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners H2,Unidade Virtual (aulas aos sábados),0.7142857142857143,0.9285714285714286,0.7142857142857143,0.8571428571428571,0.9035714285714285,0
Estudante 5::Four Corners H3::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners H3,Unidade Virtual (aulas aos sábados),0.6071428571428571,0.7857142857142857,0.5714285714285714,0.8095238095238095,0.7714285714285714,2
Estudante 5::Four Corners I1::Campinas,Estudante 5,Four Corners I1,Campinas,0.7857142857142857,0.7142857142857143,0.6428571428571429,0.8095238095238095,0.807142857142857,0
Estudante 5::Four Corners I1::Diadema,Estudante 5,Four Corners I1,Diadema,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.8571428571428571,0.8785714285714284,0
Estudante 5::Four Corners I1::Jabaquara,Estudante 5,Four Corners I1,Jabaquara,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.8095238095238095,0.9,0
Estudante 5::Four Corners I1::Rio de Janeiro,Estudante 5,Four Corners I1,Rio de Janeiro,0.5,0.7857142857142857,0.42857142857142855,0.8095238095238095,0.7107142857142856,2
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,0.6785714285714286,0.6428571428571429,0.6428571428571429,0.7619047619047619,0.7357142857142857,2
Estudante 5::Four Corners I1::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners I1,Unidade Virtual (aulas aos domingos),0.8571428571428571,0.6428571428571429,0.6428571428571429,0.8095238095238095,0.7964285714285715,0
Estudante 5::Four Corners I1::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners I1,Unidade Virtual (aulas aos sábados),0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7619047619047619,0.8464285714285714,0
Estudante 5::Four Corners I1::Vila Sônia (manhã),Estudante 5,Four Corners I1,Vila Sônia (manhã),0.14285714285714285,0.07142857142857142,0.14285714285714285,0.38095238095238093,0.16071428571428573,1
Estudante 5::Four Corners I1::Vila Sônia (tarde),Estudante 5,Four Corners I1,Vila Sônia (tarde),0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7321428571428571,2
Estudante 5::Four Corners I2::Campinas,Estudante 5,Four Corners I2,Campinas,0.75,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.7428571428571429,2
Estudante 5::Four Corners I2::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners I2,Unidade Virtual (aulas aos sábados),0.75,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.8035714285714286,0
Estudante 5::Four Corners I3::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners I3,Unidade Virtual (aulas aos sábados),0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8095238095238095,0.9214285714285714,0
Estudante 5::Four Corners J1::Campinas,Estudante 5,Four Corners J1,Campinas,0.8571428571428571,0.7857142857142857,0.75,0.8095238095238095,0.8821428571428571,0
Estudante 5::Four Corners J1::Diadema,Estudante 5,Four Corners J1,Diadema,0.6428571428571429,0.8571428571428571,0.5714285714285714,0.7619047619047619,0.807142857142857,2
Estudante 5::Four Corners J1::Jabaquara,Estudante 5,Four Corners J1,Jabaquara,0.5,0.7142857142857143,0.4642857142857143,0.6666666666666667,0.6642857142857144,2
Estudante 5::Four Corners J1::Rio de Janeiro,Estudante 5,Four Corners J1,Rio de Janeiro,0.6071428571428571,0.7857142857142857,0.2857142857142857,0.5,0.6678571428571428,2
Estudante 5::Four Corners J1::Tatuapé,Estudante 5,Four Corners J1,Tatuapé,0.32142857142857145,0.9285714285714286,0.5714285714285714,0.9523809523809524,0.7714285714285715,2
Estudante 5::Four Corners J1::Unidade Virtual (aulas aos domingos),Estudante 5,Four Corners J1,Unidade Virtual (aulas aos domingos),0.5714285714285714,0.7142857142857143,0.5,0.7142857142857143,0.7,2
Estudante 5::Four Corners J1::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners J1,Unidade Virtual (aulas aos sábados),0.8571428571428571,0.8571428571428571,0.7857142857142857,0.6666666666666667,0.9,0
Estudante 5::Four Corners J1::Vila Sônia (manhã),Estudante 5,Four Corners J1,Vila Sônia (manhã),0.8571428571428571,0.7857142857142857,0.7857142857142857,0.8095238095238095,0.8892857142857142,0
Estudante 5::Four Corners J2::Campinas,Estudante 5,Four Corners J2,Campinas,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.8571428571428571,0.825,0
Estudante 5::Four Corners J2::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners J2,Unidade Virtual (aulas aos sábados),0.42857142857142855,0.6428571428571429,0.4642857142857143,0.5238095238095238,0.5892857142857143,3
Estudante 5::Four Corners J3::Unidade Virtual (aulas aos sábados),Estudante 5,Four Corners J3,Unidade Virtual (aulas aos sábados),0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8857142857142856,0
Estudante 6::Four Corners A1::Campinas,Estudante 6,Four Corners A1,Campinas,0.7857142857142857,0.7857142857142857,0.5357142857142857,0.8095238095238095,0.8178571428571428,0
Estudante 6::Four Corners A1::Capão Redondo,Estudante 6,Four Corners A1,Capão Redondo,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.8857142857142856,0
Estudante 6::Four Corners A1::Diadema,Estudante 6,Four Corners A1,Diadema,0.2857142857142857,0.8571428571428571,0.75,0.7142857142857143,0.7285714285714286,2
Estudante 6::Four Corners A1::Jabaquara,Estudante 6,Four Corners A1,Jabaquara,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7619047619047619,0.7392857142857142,2
Estudante 6::Four Corners A1::Mauá,Estudante 6,Four Corners A1,Mauá,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.38095238095238093,0.17142857142857143,1
Estudante 6::Four Corners A1::Rio de Janeiro,Estudante 6,Four Corners A1,Rio de Janeiro,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.9047619047619048,0.9678571428571427,0
Estudante 6::Four Corners A1::Tatuapé,Estudante 6,Four Corners A1,Tatuapé,0.42857142857142855,0.7857142857142857,0.42857142857142855,0.5238095238095238,0.6464285714285715,2
Estudante 6::Four Corners A1::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners A1,Unidade Virtual (aulas aos domingos),0.07142857142857142,0.07142857142857142,0.0,0.38095238095238093,0.1107142857142857,1
Estudante 6::Four Corners A1::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners A1,Unidade Virtual (aulas aos sábados),0.0,0.07142857142857142,0.0,0.3333333333333333,0.08214285714285714,1
Estudante 6::Four Corners A1::Vila Sônia (manhã),Estudante 6,Four Corners A1,Vila Sônia (manhã),0.14285714285714285,0.8571428571428571,0.35714285714285715,0.7619047619047619,0.6142857142857142,3
Estudante 6::Four Corners A1::Vila Sônia (tarde),Estudante 6,Four Corners A1,Vila Sônia (tarde),0.10714285714285714,0.9285714285714286,0.21428571428571427,0.7619047619047619,0.6071428571428571,3
Estudante 6::Four Corners A2::Mauá,Estudante 6,Four Corners A2,Mauá,0.7142857142857143,0.7142857142857143,0.07142857142857142,0.7619047619047619,0.6642857142857144,3
Estudante 6::Four Corners A2::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners A2,Unidade Virtual (aulas aos sábados),0.07142857142857142,0.2857142857142857,0.14285714285714285,0.5238095238095238,0.2571428571428572,1
Estudante 6::Four Corners A3::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners A3,Unidade Virtual (aulas aos sábados),0.32142857142857145,0.7857142857142857,0.35714285714285715,0.8095238095238095,0.6428571428571429,3
Estudante 6::Four Corners B1::Campinas,Estudante 6,Four Corners B1,Campinas,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.8095238095238095,0.7714285714285714,2
Estudante 6::Four Corners B1::Capão Redondo,Estudante 6,Four Corners B1,Capão Redondo,0.0,0.0,0.0,0.42857142857142855,0.06428571428571428,1
Estudante 6::Four Corners B1::Diadema,Estudante 6,Four Corners B1,Diadema,0.8571428571428571,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.8642857142857142,0
Estudante 6::Four Corners B1::Jabaquara,Estudante 6,Four Corners B1,Jabaquara,0.07142857142857142,0.14285714285714285,0.0,0.38095238095238093,0.14285714285714285,1
Estudante 6::Four Corners B1::Mauá,Estudante 6,Four Corners B1,Mauá,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.7619047619047619,0.8321428571428571,0
Estudante 6::Four Corners B1::Rio de Janeiro,Estudante 6,Four Corners B1,Rio de Janeiro,0.7142857142857143,0.9285714285714286,0.6428571428571429,0.8571428571428571,0.8892857142857142,0
Estudante 6::Four Corners B1::Tatuapé,Estudante 6,Four Corners B1,Tatuapé,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.9523809523809524,0.9749999999999999,0
Estudante 6::Four Corners B1::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners B1,Unidade Virtual (aulas aos domingos),0.0,0.14285714285714285,0.0,0.42857142857142855,0.12857142857142856,1
Estudante 6::Four Corners B1::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners B1,Unidade Virtual (aulas aos sábados),0.5,0.7142857142857143,0.21428571428571427,0.7857142857142857,0.6321428571428571,3
Estudante 6::Four Corners B1::Vila Sônia (manhã),Estudante 6,Four Corners B1,Vila Sônia (manhã),0.7142857142857143,0.7857142857142857,0.7142857142857143,0.7619047619047619,0.825,0
Estudante 6::Four Corners B1::Vila Sônia (tarde),Estudante 6,Four Corners B1,Vila Sônia (tarde),0.5,0.6428571428571429,0.21428571428571427,0.7142857142857143,0.5892857142857143,3
Estudante 6::Four Corners B2::Campinas,Estudante 6,Four Corners B2,Campinas,0.6428571428571429,0.7857142857142857,0.5714285714285714,0.6666666666666667,0.7607142857142858,2
Estudante 6::Four Corners B2::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners B2,Unidade Virtual (aulas aos sábados),0.75,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.8642857142857142,0
Estudante 6::Four Corners B3::Campinas,Estudante 6,Four Corners B3,Campinas,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.9523809523809524,0.9749999999999999,0
Estudante 6::Four Corners C1::Campinas,Estudante 6,Four Corners C1,Campinas,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.8571428571428571,0.8607142857142857,0
Estudante 6::Four Corners C1::Capão Redondo,Estudante 6,Four Corners C1,Capão Redondo,0.7857142857142857,0.7142857142857143,0.6785714285714286,0.6904761904761905,0.7964285714285715,2
Estudante 6::Four Corners C1::Diadema,Estudante 6,Four Corners C1,Diadema,0.07142857142857142,0.14285714285714285,0.0,0.42857142857142855,0.15,1
Estudante 6::Four Corners C1::Jabaquara,Estudante 6,Four Corners C1,Jabaquara,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8095238095238095,0.9535714285714285,0
Estudante 6::Four Corners C1::Mauá,Estudante 6,Four Corners C1,Mauá,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.6666666666666667,0.8464285714285714,0
Estudante 6::Four Corners C1::Rio de Janeiro,Estudante 6,Four Corners C1,Rio de Janeiro,0.0,0.35714285714285715,0.0,0.47619047619047616,0.23214285714285715,1
Estudante 6::Four Corners C1::Tatuapé,Estudante 6,Four Corners C1,Tatuapé,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.8095238095238095,0.7642857142857142,2
Estudante 6::Four Corners C1::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners C1,Unidade Virtual (aulas aos domingos),0.42857142857142855,0.9285714285714286,0.42857142857142855,0.9047619047619048,0.7678571428571429,2
Estudante 6::Four Corners C1::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners C1,Unidade Virtual (aulas aos sábados),0.14285714285714285,0.35714285714285715,0.14285714285714285,0.5238095238095238,0.31071428571428567,1
Estudante 6::Four Corners C1::Vila Sônia (manhã),Estudante 6,Four Corners C1,Vila Sônia (manhã),0.8571428571428571,0.7142857142857143,0.5,0.6666666666666667,0.7785714285714286,2
Estudante 6::Four Corners C1::Vila Sônia (tarde),Estudante 6,Four Corners C1,Vila Sônia (tarde),0.14285714285714285,0.0,0.0,0.38095238095238093,0.09999999999999999,1
Estudante 6::Four Corners C2::Campinas,Estudante 6,Four Corners C2,Campinas,0.5714285714285714,0.6428571428571429,0.35714285714285715,0.7619047619047619,0.6464285714285714,2
Estudante 6::Four Corners C2::Vila Sônia (tarde),Estudante 6,Four Corners C2,Vila Sônia (tarde),0.8571428571428571,0.7857142857142857,0.7857142857142857,0.8095238095238095,0.8892857142857142,0
Estudante 6::Four Corners D1::Campinas,Estudante 6,Four Corners D1,Campinas,0.6785714285714286,0.7142857142857143,0.6428571428571429,0.8095238095238095,0.775,0
Estudante 6::Four Corners D1::Capão Redondo,Estudante 6,Four Corners D1,Capão Redondo,0.6428571428571429,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8214285714285713,0
Estudante 6::Four Corners D1::Diadema,Estudante 6,Four Corners D1,Diadema,0.6428571428571429,0.2857142857142857,0.5,0.7142857142857143,0.5285714285714286,2
Estudante 6::Four Corners D1::Jabaquara,Estudante 6,Four Corners D1,Jabaquara,0.4642857142857143,0.5714285714285714,0.5,0.5714285714285714,0.5821428571428572,2
Estudante 6::Four Corners D1::Rio de Janeiro,Estudante 6,Four Corners D1,Rio de Janeiro,0.6428571428571429,0.7857142857142857,0.6071428571428571,0.7619047619047619,0.7821428571428571,2
Estudante 6::Four Corners D1::Tatuapé,Estudante 6,Four Corners D1,Tatuapé,0.8214285714285714,0.7857142857142857,0.7857142857142857,0.9047619047619048,0.8928571428571427,0
Estudante 6::Four Corners D1::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners D1,Unidade Virtual (aulas aos domingos),0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.6428571428571429,2
Estudante 6::Four Corners D1::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners D1,Unidade Virtual (aulas aos sábados),0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7619047619047619,0.8607142857142857,0
Estudante 6::Four Corners D1::Vila Sônia (manhã),Estudante 6,Four Corners D1,Vila Sônia (manhã),0.7142857142857143,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.7714285714285714,2
Estudante 6::Four Corners D1::Vila Sônia (tarde),Estudante 6,Four Corners D1,Vila Sônia (tarde),0.6428571428571429,0.9285714285714286,0.6428571428571429,0.619047619047619,0.8321428571428572,2
Estudante 6::Four Corners D2::Campinas,Estudante 6,Four Corners D2,Campinas,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.8095238095238095,0.8357142857142856,0
Estudante 6::Four Corners D2::Tatuapé,Estudante 6,Four Corners D2,Tatuapé,0.35714285714285715,0.7857142857142857,0.42857142857142855,0.8571428571428571,0.675,2
Estudante 6::Four Corners D2::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners D2,Unidade Virtual (aulas aos sábados),0.14285714285714285,0.14285714285714285,0.14285714285714285,0.38095238095238093,0.19285714285714287,1
Estudante 6::Four Corners D2::Vila Sônia (manhã),Estudante 6,Four Corners D2,Vila Sônia (manhã),0.42857142857142855,0.9285714285714286,0.35714285714285715,0.9047619047619048,0.7535714285714287,2
Estudante 6::Four Corners E1::Campinas,Estudante 6,Four Corners E1,Campinas,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.8095238095238095,0.8357142857142856,0
Estudante 6::Four Corners E1::Capão Redondo,Estudante 6,Four Corners E1,Capão Redondo,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.8571428571428571,0.8607142857142857,0
Estudante 6::Four Corners E1::Diadema,Estudante 6,Four Corners E1,Diadema,0.07142857142857142,0.0,0.07142857142857142,0.38095238095238093,0.09285714285714286,1
Estudante 6::Four Corners E1::Jabaquara,Estudante 6,Four Corners E1,Jabaquara,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.619047619047619,0.2714285714285714,1
Estudante 6::Four Corners E1::Rio de Janeiro,Estudante 6,Four Corners E1,Rio de Janeiro,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.8095238095238095,0.8357142857142856,0
Estudante 6::Four Corners E1::Tatuapé,Estudante 6,Four Corners E1,Tatuapé,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8095238095238095,0.9535714285714285,0
Estudante 6::Four Corners E1::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners E1,Unidade Virtual (aulas aos domingos),0.6428571428571429,0.7142857142857143,0.6428571428571429,0.7619047619047619,0.7571428571428571,2
Estudante 6::Four Corners E1::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners E1,Unidade Virtual (aulas aos sábados),0.8571428571428571,0.9285714285714286,0.7857142857142857,0.9523809523809524,0.9749999999999999,0
Estudante 6::Four Corners E1::Vila Sônia (manhã),Estudante 6,Four Corners E1,Vila Sônia (manhã),0.7142857142857143,0.7857142857142857,0.5714285714285714,0.7619047619047619,0.7964285714285715,2
Estudante 6::Four Corners E1::Vila Sônia (tarde),Estudante 6,Four Corners E1,Vila Sônia (tarde),0.4642857142857143,0.7142857142857143,0.35714285714285715,0.8095238095238095,0.6535714285714286,2
Estudante 6::Four Corners E2::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners E2,Unidade Virtual (aulas aos sábados),0.42857142857142855,0.35714285714285715,0.42857142857142855,0.619047619047619,0.46785714285714286,3
Estudante 6::Four Corners F1::Campinas,Estudante 6,Four Corners F1,Campinas,0.2857142857142857,0.6428571428571429,0.2857142857142857,0.7142857142857143,0.5392857142857143,3
Estudante 6::Four Corners F1::Diadema,Estudante 6,Four Corners F1,Diadema,0.8214285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7678571428571429,2
Estudante 6::Four Corners F1::Jabaquara,Estudante 6,Four Corners F1,Jabaquara,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.6428571428571429,0.9071428571428571,0
Estudante 6::Four Corners F1::Rio de Janeiro,Estudante 6,Four Corners F1,Rio de Janeiro,0.8214285714285714,0.8571428571428571,0.75,0.7142857142857143,0.8892857142857142,0
Estudante 6::Four Corners F1::Tatuapé,Estudante 6,Four Corners F1,Tatuapé,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.47619047619047616,0.8178571428571428,2
Estudante 6::Four Corners F1::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners F1,Unidade Virtual (aulas aos domingos),0.6785714285714286,0.8571428571428571,0.6428571428571429,0.619047619047619,0.8107142857142857,2
Estudante 6::Four Corners F1::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners F1,Unidade Virtual (aulas aos sábados),0.7857142857142857,0.9285714285714286,0.7857142857142857,0.9523809523809524,0.9535714285714285,0
Estudante 6::Four Corners F1::Vila Sônia (manhã),Estudante 6,Four Corners F1,Vila Sônia (manhã),0.8214285714285714,0.8571428571428571,0.7857142857142857,0.9047619047619048,0.9249999999999999,0
Estudante 6::Four Corners F1::Vila Sônia (tarde),Estudante 6,Four Corners F1,Vila Sônia (tarde),0.8571428571428571,0.8571428571428571,0.7857142857142857,0.9047619047619048,0.9357142857142857,0
Estudante 6::Four Corners F2::Unidade Virtual (aulas aos domingos),Estudante 6,Four Corners F2,Unidade Virtual (aulas aos domingos),0.8571428571428571,0.9285714285714286,0.7142857142857143,0.8095238095238095,0.9392857142857142,0
Estudante 6::Four Corners F2::Unidade Virtual (aulas aos sábados),Estudante 6,Four Corners F2,Unidade Virtual (aulas aos sábados),0.21428571428571427,0.2857142857142857,0.14285714285714285,0.38095238095238093,0.2785714285714286,1
